_index,_type,_id,_score,_source.id,_source.names.en,_source.names.vi,_source.names.fr,_source.types,_source.weight,_source.source,_source.name,_source.indexed,_source.names.de,_source.synonyms.en
profession-test,_doc,teaching_assistant,0.043408982,teaching_assistant,Teaching Assistant,,,job title,10,https://zety.com/blog/job-titles,Teaching Assistant,1641224468283,,
profession-test,_doc,substitute_teacher,0.043408982,substitute_teacher,Substitute Teacher,,,job title,10,https://zety.com/blog/job-titles,Substitute Teacher,1641224468283,,
profession-test,_doc,preschool_teacher,0.043408982,preschool_teacher,Preschool Teacher,,,job title,10,https://zety.com/blog/job-titles,Preschool Teacher,1641224468283,,
profession-test,_doc,test_scorer,0.043408982,test_scorer,Test Scorer,,,job title,10,https://zety.com/blog/job-titles,Test Scorer,1641224468283,,
profession-test,_doc,online_esl_instructor,0.043408982,online_esl_instructor,Online ESL Instructor,,,job title,10,https://zety.com/blog/job-titles,Online ESL Instructor,1641224468283,,
profession-test,_doc,journalist,0.043408982,journalist,Journalist,,,job title,10,https://zety.com/blog/job-titles,Journalist,1641224468283,,
profession-test,_doc,copy_editor,0.043408982,copy_editor,Copy Editor,,,job title,10,https://zety.com/blog/job-titles,Copy Editor,1641224468283,,
profession-test,_doc,editor_proofreader,0.043408982,editor_proofreader,Editor/Proofreader,,,job title,10,https://zety.com/blog/job-titles,Editor/Proofreader,1641224468283,,
profession-test,_doc,content_creator,0.043408982,content_creator,Content Creator,,,job title,10,https://zety.com/blog/job-titles,Content Creator,1641224468283,,
profession-test,_doc,speechwriter,0.043408982,speechwriter,Speechwriter,,,job title,10,https://zety.com/blog/job-titles,Speechwriter,1641224468283,,
profession-test,_doc,communications_director,0.043408982,communications_director,Communications Director,,,job title,10,https://zety.com/blog/job-titles,Communications Director,1641224468283,,
profession-test,_doc,screenwriter,0.043408982,screenwriter,Screenwriter,,,job title,10,https://zety.com/blog/job-titles,Screenwriter,1641224468283,,
profession-test,_doc,columnist,0.043408982,columnist,Columnist,,,job title,10,https://zety.com/blog/job-titles,Columnist,1641224468283,,
profession-test,_doc,public_relations_specialist,0.043408982,public_relations_specialist,Public Relations Specialist,,,job title,10,https://zety.com/blog/job-titles,Public Relations Specialist,1641224468283,,
profession-test,_doc,proposal_writer,0.043408982,proposal_writer,Proposal Writer,,,job title,10,https://zety.com/blog/job-titles,Proposal Writer,1641224468283,,
profession-test,_doc,content_strategist,0.043408982,content_strategist,Content Strategist,,,job title,10,https://zety.com/blog/job-titles,Content Strategist,1641224468283,,
profession-test,_doc,grant_writer,0.043408982,grant_writer,Grant Writer,,,job title,10,https://zety.com/blog/job-titles,Grant Writer,1641224468283,,
profession-test,_doc,video_game_writer,0.043408982,video_game_writer,Video Game Writer,,,job title,10,https://zety.com/blog/job-titles,Video Game Writer,1641224468283,,
profession-test,_doc,film_critic,0.043408982,film_critic,Film Critic,,,job title,10,https://zety.com/blog/job-titles,Film Critic,1641224468283,,
profession-test,_doc,travel_writer,0.043408982,travel_writer,Travel Writer,,,job title,10,https://zety.com/blog/job-titles,Travel Writer,1641224468283,,
profession-test,_doc,social_media_specialist,0.043408982,social_media_specialist,Social Media Specialist,,,job title,10,https://zety.com/blog/job-titles,Social Media Specialist,1641224468283,,
profession-test,_doc,ghostwriter,0.043408982,ghostwriter,Ghostwriter,,,job title,10,https://zety.com/blog/job-titles,Ghostwriter,1641224468283,,
profession-test,_doc,retail_worker,0.043408982,retail_worker,Retail Worker,,,job title,10,https://zety.com/blog/job-titles,Retail Worker,1641224468283,,
profession-test,_doc,real_estate_broker,0.043408982,real_estate_broker,Real Estate Broker,,,job title,10,https://zety.com/blog/job-titles,Real Estate Broker,1641224468283,,
profession-test,_doc,sales_associate,0.043408982,sales_associate,Sales Associate,,,job title,10,https://zety.com/blog/job-titles,Sales Associate,1641224468283,,
profession-test,_doc,direct_salesperson,0.043408982,direct_salesperson,Direct Salesperson,,,job title,10,https://zety.com/blog/job-titles,Direct Salesperson,1641224468283,,
profession-test,_doc,director_of_inside_sales,0.043408982,director_of_inside_sales,Director of Inside Sales,,,job title,10,https://zety.com/blog/job-titles,Director of Inside Sales,1641224468283,,
profession-test,_doc,outside_sales_manager,0.043408982,outside_sales_manager,Outside Sales Manager,,,job title,10,https://zety.com/blog/job-titles,Outside Sales Manager,1641224468283,,
profession-test,_doc,sales_analyst,0.043408982,sales_analyst,Sales Analyst,,,job title,10,https://zety.com/blog/job-titles,Sales Analyst,1641224468283,,
profession-test,_doc,market_development_manager,0.043408982,market_development_manager,Market Development Manager,,,job title,10,https://zety.com/blog/job-titles,Market Development Manager,1641224468283,,
profession-test,_doc,b2b_sales_specialist,0.043408982,b2b_sales_specialist,B2B Sales Specialist,,,job title,10,https://zety.com/blog/job-titles,B2B Sales Specialist,1641224468283,,
profession-test,_doc,merchandising_associate,0.043408982,merchandising_associate,Merchandising Associate,,,job title,10,https://zety.com/blog/job-titles,Merchandising Associate,1641224468283,,
profession-test,_doc,title_researcher,0.043408982,title_researcher,Title Researcher,,,job title,10,https://zety.com/blog/job-titles,Title Researcher,1641224468283,,
profession-test,_doc,market_researcher,0.043408982,market_researcher,Market Researcher,,,job title,10,https://zety.com/blog/job-titles,Market Researcher,1641224468283,,
profession-test,_doc,title_analyst,0.043408982,title_analyst,Title Analyst,,,job title,10,https://zety.com/blog/job-titles,Title Analyst,1641224468283,,
profession-test,_doc,medical_researcher,0.043408982,medical_researcher,Medical Researcher,,,job title,10,https://zety.com/blog/job-titles,Medical Researcher,1641224468283,,
profession-test,_doc,school_bus_driver,0.043408982,school_bus_driver,School Bus Driver,,,job title,10,https://zety.com/blog/job-titles,School Bus Driver,1641224468283,,
profession-test,_doc,tow_truck_operator,0.043408982,tow_truck_operator,Tow Truck Operator,,,job title,10,https://zety.com/blog/job-titles,Tow Truck Operator,1641224468283,,
profession-test,_doc,ups_driver,0.043408982,ups_driver,UPS Driver,,,job title,10,https://zety.com/blog/job-titles,UPS Driver,1641224468283,,
profession-test,_doc,mail_carrier,0.043408982,mail_carrier,Mail Carrier,,,job title,10,https://zety.com/blog/job-titles,Mail Carrier,1641224468283,,
profession-test,_doc,recyclables_collector,0.043408982,recyclables_collector,Recyclables Collector,,,job title,10,https://zety.com/blog/job-titles,Recyclables Collector,1641224468283,,
profession-test,_doc,courier,0.043408982,courier,Courier,,,job title,10,https://zety.com/blog/job-titles,Courier,1641224468283,,
profession-test,_doc,bus_driver,0.043408982,bus_driver,Bus Driver,,,job title,10,https://zety.com/blog/job-titles,Bus Driver,1641224468283,,
profession-test,_doc,cab_driver,0.043408982,cab_driver,Cab Driver,,,job title,10,https://zety.com/blog/job-titles,Cab Driver,1641224468283,,
profession-test,_doc,waiter_waitress,0.043408982,waiter_waitress,Waiter/Waitress,,,job title,10,https://zety.com/blog/job-titles,Waiter/Waitress,1641224468283,,
profession-test,_doc,chef,0.043408982,chef,Chef,,,job title,10,https://zety.com/blog/job-titles,Chef,1641224468283,,
profession-test,_doc,fast_food_worker,0.043408982,fast_food_worker,Fast Food Worker,,,job title,10,https://zety.com/blog/job-titles,Fast Food Worker,1641224468283,,
profession-test,_doc,cafeteria_worker,0.043408982,cafeteria_worker,Cafeteria Worker,,,job title,10,https://zety.com/blog/job-titles,Cafeteria Worker,1641224468283,,
profession-test,_doc,wait_staff_manager,0.043408982,wait_staff_manager,Wait Staff Manager,,,job title,10,https://zety.com/blog/job-titles,Wait Staff Manager,1641224468283,,
profession-test,_doc,bus_person,0.043408982,bus_person,Bus Person,,,job title,10,https://zety.com/blog/job-titles,Bus Person,1641224468283,,
profession-test,_doc,restaurant_chain_executive,0.043408982,restaurant_chain_executive,Restaurant Chain Executive,,,job title,10,https://zety.com/blog/job-titles,Restaurant Chain Executive,1641224468283,,
profession-test,_doc,operations_director,0.043408982,operations_director,Operations Director,,,job title,10,https://zety.com/blog/job-titles,Operations Director,1641224468283,,
profession-test,_doc,vice_president_of_operations,0.043408982,vice_president_of_operations,Vice President of Operations,,,job title,10,https://zety.com/blog/job-titles,Vice President of Operations,1641224468283,,
profession-test,_doc,operations_professional,0.043408982,operations_professional,Operations Professional,,,job title,10,https://zety.com/blog/job-titles,Operations Professional,1641224468283,,
profession-test,_doc,continuous_improvement_lead,0.043408982,continuous_improvement_lead,Continuous Improvement Lead,,,job title,10,https://zety.com/blog/job-titles,Continuous Improvement Lead,1641224468283,,
profession-test,_doc,continuous_improvement_consultant,0.043408982,continuous_improvement_consultant,Continuous Improvement Consultant,,,job title,10,https://zety.com/blog/job-titles,Continuous Improvement Consultant,1641224468283,,
profession-test,_doc,chief_people_officer,0.043408982,chief_people_officer,Chief People Officer,,,job title,10,https://zety.com/blog/job-titles,Chief People Officer,1641224468283,,
profession-test,_doc,vp_of_miscellaneous_stuff,0.043408982,vp_of_miscellaneous_stuff,VP of Miscellaneous Stuff,,,job title,10,https://zety.com/blog/job-titles,VP of Miscellaneous Stuff,1641224468283,,
profession-test,_doc,chief_robot_whisperer,0.043408982,chief_robot_whisperer,Chief Robot Whisperer,,,job title,10,https://zety.com/blog/job-titles,Chief Robot Whisperer,1641224468283,,
profession-test,_doc,director_of_first_impressions,0.043408982,director_of_first_impressions,Director of First Impressions,,,job title,10,https://zety.com/blog/job-titles,Director of First Impressions,1641224468283,,
profession-test,_doc,culture_operations_manager,0.043408982,culture_operations_manager,Culture Operations Manager,,,job title,10,https://zety.com/blog/job-titles,Culture Operations Manager,1641224468283,,
profession-test,_doc,director_of_ethical_hacking,0.043408982,director_of_ethical_hacking,Director of Ethical Hacking,,,job title,10,https://zety.com/blog/job-titles,Director of Ethical Hacking,1641224468283,,
profession-test,_doc,software_ninjaneer,0.043408982,software_ninjaneer,Software Ninjaneer,,,job title,10,https://zety.com/blog/job-titles,Software Ninjaneer,1641224468283,,
profession-test,_doc,director_of_bean_counting,0.043408982,director_of_bean_counting,Director of Bean Counting,,,job title,10,https://zety.com/blog/job-titles,Director of Bean Counting,1641224468283,,
profession-test,_doc,digital_overlord,0.043408982,digital_overlord,Digital Overlord,,,job title,10,https://zety.com/blog/job-titles,Digital Overlord,1641224468283,,
profession-test,_doc,director_of_storytelling,0.043408982,director_of_storytelling,Director of Storytelling,,,job title,10,https://zety.com/blog/job-titles,Director of Storytelling,1641224468283,,
profession-test,_doc,political_scientist,0.043408982,political_scientist,Political Scientist,,,job title,10,https://zety.com/blog/job-titles,Political Scientist,1641224468283,,
profession-test,_doc,conservation_scientist,0.043408982,conservation_scientist,Conservation Scientist,,,job title,10,https://zety.com/blog/job-titles,Conservation Scientist,1641224468283,,
profession-test,_doc,sociologist,0.043408982,sociologist,Sociologist,,,job title,10,https://zety.com/blog/job-titles,Sociologist,1641224468283,,
profession-test,_doc,biologist,0.043408982,biologist,Biologist,,,job title,10,https://zety.com/blog/job-titles,Biologist,1641224468283,,
profession-test,_doc,geologist,0.043408982,geologist,Geologist,,,job title,10,https://zety.com/blog/job-titles,Geologist,1641224468283,,
profession-test,_doc,physicist,0.043408982,physicist,Physicist,,,job title,10,https://zety.com/blog/job-titles,Physicist,1641224468283,,
profession-test,_doc,astronomer,0.043408982,astronomer,Astronomer,,,job title,10,https://zety.com/blog/job-titles,Astronomer,1641224468283,,
profession-test,_doc,atmospheric_scientist,0.043408982,atmospheric_scientist,Atmospheric Scientist,,,job title,10,https://zety.com/blog/job-titles,Atmospheric Scientist,1641224468283,,
profession-test,_doc,molecular_scientist,0.043408982,molecular_scientist,Molecular Scientist,,,job title,10,https://zety.com/blog/job-titles,Molecular Scientist,1641224468283,,
